k,display_name,context,metric,mean,std
87.0,Chemprop (default),average,balanced_accuracy,0.6717341606976255,0.05353059396448966
88.0,Chemprop (default),average,balanced_accuracy,0.6714896510366859,0.053116470750715815
89.0,Chemprop (default),average,balanced_accuracy,0.671563673615735,0.052912990340319634
90.0,Chemprop (default),average,balanced_accuracy,0.6710722852909733,0.05346166253410578
91.0,Chemprop (default),average,balanced_accuracy,0.671254504741888,0.05390530068528736
92.0,Chemprop (default),average,balanced_accuracy,0.6711396337436563,0.053294339913846724
93.0,Chemprop (default),average,balanced_accuracy,0.6710565531240816,0.0533809195895351
94.0,Chemprop (default),average,balanced_accuracy,0.6712637006032803,0.0527934076370424
95.0,Chemprop (default),average,balanced_accuracy,0.6708098140420963,0.05328969261851389
96.0,Chemprop (default),average,balanced_accuracy,0.6715962548631111,0.05324022779004246
97.0,Chemprop (default),average,balanced_accuracy,0.6711665195267329,0.05395601024867042
98.0,Chemprop (default),average,balanced_accuracy,0.6709282684465603,0.05364457842547941
99.0,Chemprop (default),average,balanced_accuracy,0.6708152996274205,0.05445300407818561
100.0,Chemprop (default),average,balanced_accuracy,0.6706979834060927,0.05336164305537888
101.0,Chemprop (default),average,balanced_accuracy,0.6711031433507318,0.053672166084715
102.0,Chemprop (default),average,balanced_accuracy,0.6709667408996292,0.05377280901219917
103.0,Chemprop (default),average,balanced_accuracy,0.6716856156863922,0.05411612131962553
104.0,Chemprop (default),average,balanced_accuracy,0.6712896688703742,0.0539401075999539
105.0,Chemprop (default),average,balanced_accuracy,0.671317478517626,0.05475010026880603
106.0,Chemprop (default),average,balanced_accuracy,0.6712806285735272,0.05464335990781154
107.0,Chemprop (default),average,balanced_accuracy,0.6717905103031261,0.05495180618563129
108.0,Chemprop (default),average,balanced_accuracy,0.6708944032992171,0.05558443051205191
109.0,Chemprop (default),average,balanced_accuracy,0.6711519434385128,0.055040377093469636
110.0,Chemprop (default),average,balanced_accuracy,0.6708598115079911,0.05482282312910505
